178,13	1214,45
178,35	1214,45
178,57	1214,45
178,78	1210,35
179,00	1210,35
179,22	1417,19
179,44	1480,68
179,66	1353,71
179,87	1415,15
180,09	1411,05
180,31	1476,59
180,53	1464,30
180,75	1366,00
180,96	1449,96
181,18	1435,63
181,40	1386,47
181,62	1415,15
181,84	1374,19
182,05	1523,69
182,27	1386,47
182,49	1443,82
182,71	1406,95
182,92	1472,49
183,14	1415,15
183,36	1386,47
183,58	1423,34
183,80	1505,26
184,01	1411,05
184,23	1441,77
184,45	1554,41
184,67	1435,63
184,89	1499,11
185,10	1447,91
185,32	1382,38
185,54	1415,15
185,76	1415,15
185,97	1431,53
186,19	1480,68
186,41	1406,95
186,63	1468,39
186,84	1433,58
187,06	1409,00
187,28	1486,83
187,50	1368,04
187,72	1464,30
187,93	1538,02
188,15	1374,19
188,37	1398,76
188,59	1415,15
188,80	1499,11
189,02	1441,77
189,24	1374,19
189,46	1464,30
189,67	1509,35
189,89	1423,34
190,11	1441,77
190,33	1497,07
190,54	1490,92
190,76	1538,02
190,98	1443,82
191,20	1398,76
191,41	1396,71
191,63	1497,07
191,85	1415,15
192,07	1474,54
192,28	1431,53
192,50	1456,11
192,72	1398,76
192,94	1525,74
193,15	1484,78
193,37	1505,26
193,59	1548,26
193,81	1499,11
194,02	1482,73
194,24	1480,68
194,46	1447,91
194,67	1441,77
194,89	1376,24
195,11	1458,15
195,33	1472,49
195,54	1513,45
195,76	1406,95
195,98	1431,53
196,20	1366,00
196,41	1476,59
196,63	1458,15
196,85	1572,84
197,06	1370,09
197,28	1431,53
197,50	1359,85
197,72	1415,15
197,93	1433,58
198,15	1482,73
198,37	1382,38
198,58	1411,05
198,80	1425,39
199,02	1447,91
199,24	1341,42
199,45	1439,72
199,67	1439,72
199,89	1439,72
200,10	1402,86
200,32	1275,88
200,54	1415,15
200,76	1433,58
200,97	1515,50
201,19	1349,61
201,41	1423,34
201,62	1398,76
201,84	1415,15
202,06	1480,68
202,28	1431,53
202,49	1464,30
202,71	1482,73
202,93	1472,49
203,14	1372,14
203,36	1472,49
203,58	1392,62
203,79	1398,76
204,01	1452,01
204,23	1439,72
204,44	1509,35
204,66	1439,72
204,88	1546,22
205,10	1384,43
205,31	1409,00
205,53	1472,49
205,75	1415,15
205,96	1415,15
206,18	1447,91
206,40	1441,77
206,61	1349,61
206,83	1341,42
207,05	1357,80
207,26	1394,67
207,48	1427,43
207,70	1423,34
207,91	1439,72
208,13	1392,62
208,35	1439,72
208,56	1335,28
208,78	1443,82
209,00	1417,19
209,21	1431,53
209,43	1452,01
209,65	1445,87
209,86	1447,91
210,08	1398,76
210,30	1443,82
210,51	1441,77
210,73	1431,53
210,95	1398,76
211,16	1411,05
211,38	1366,00
211,60	1325,04
211,81	1433,58
212,03	1468,39
212,25	1472,49
212,46	1466,35
212,68	1538,02
212,90	1398,76
213,11	1382,38
213,33	1468,39
213,55	1523,69
213,76	1529,83
213,98	1447,91
214,20	1441,77
214,41	1398,76
214,63	1480,68
214,84	1456,11
215,06	1400,81
215,28	1454,06
215,49	1523,69
215,71	1497,07
215,93	1458,15
216,14	1357,80
216,36	1472,49
216,58	1419,24
216,79	1415,15
217,01	1513,45
217,22	1318,89
217,44	1619,94
217,66	1482,73
217,87	1490,92
218,09	1398,76
218,31	1349,61
218,52	1398,76
218,74	1427,43
218,95	1447,91
219,17	1413,10
219,39	1378,28
219,60	1390,57
219,82	1390,57
220,04	1509,35
220,25	1529,83
220,47	1415,15
220,68	1427,43
220,90	1488,87
221,12	1464,30
221,33	1335,28
221,55	1472,49
221,77	1390,57
221,98	1472,49
222,20	1382,38
222,41	1441,77
222,63	1382,38
222,85	1458,15
223,06	1402,86
223,28	1431,53
223,49	1413,10
223,71	1497,07
223,93	1488,87
224,14	1542,12
224,36	1490,92
224,57	1456,11
224,79	1423,34
225,01	1427,43
225,22	1454,06
225,44	1384,43
225,65	1409,00
225,87	1466,35
226,09	1374,19
226,30	1497,07
226,52	1415,15
226,73	1382,38
226,95	1578,98
227,17	1505,26
