178,13	1286,12
178,35	1286,12
178,57	1286,12
178,78	1255,40
179,00	1296,36
179,22	1390,57
179,44	1374,19
179,66	1419,24
179,87	1441,77
180,09	1472,49
180,31	1490,92
180,53	1394,67
180,75	1415,15
180,96	1396,71
181,18	1423,34
181,40	1341,42
181,62	1384,43
181,84	1427,43
182,05	1456,11
182,27	1333,23
182,49	1427,43
182,71	1363,95
182,92	1492,97
183,14	1456,11
183,36	1368,04
183,58	1406,95
183,80	1513,45
184,01	1439,72
184,23	1464,30
184,45	1466,35
184,67	1433,58
184,89	1417,19
185,10	1452,01
185,32	1490,92
185,54	1497,07
185,76	1423,34
185,97	1452,01
186,19	1366,00
186,41	1521,64
186,63	1419,24
186,84	1392,62
187,06	1466,35
187,28	1589,22
187,50	1406,95
187,72	1431,53
187,93	1439,72
188,15	1447,91
188,37	1425,39
188,59	1447,91
188,80	1435,63
189,02	1458,15
189,24	1382,38
189,46	1437,67
189,67	1480,68
189,89	1433,58
190,11	1419,24
190,33	1513,45
190,54	1460,20
190,76	1447,91
190,98	1423,34
191,20	1439,72
191,41	1423,34
191,63	1488,87
191,85	1431,53
192,07	1456,11
192,28	1439,72
192,50	1378,28
192,72	1376,24
192,94	1521,64
193,15	1482,73
193,37	1533,93
193,59	1529,83
193,81	1521,64
194,02	1474,54
194,24	1458,15
194,46	1484,78
194,67	1554,41
194,89	1425,39
195,11	1484,78
195,33	1476,59
195,54	1521,64
195,76	1382,38
195,98	1433,58
196,20	1466,35
196,41	1474,54
196,63	1423,34
196,85	1480,68
197,06	1439,72
197,28	1402,86
197,50	1366,00
197,72	1398,76
197,93	1456,11
198,15	1538,02
198,37	1382,38
198,58	1429,48
198,80	1447,91
199,02	1390,57
199,24	1413,10
199,45	1384,43
199,67	1431,53
199,89	1439,72
200,10	1409,00
200,32	1374,19
200,54	1406,95
200,76	1474,54
200,97	1431,53
201,19	1368,04
201,41	1447,91
201,62	1382,38
201,84	1400,81
202,06	1497,07
202,28	1472,49
202,49	1458,15
202,71	1521,64
202,93	1480,68
203,14	1411,05
203,36	1490,92
203,58	1406,95
203,79	1398,76
204,01	1472,49
204,23	1452,01
204,44	1521,64
204,66	1421,29
204,88	1472,49
205,10	1499,11
205,31	1370,09
205,53	1398,76
205,75	1423,34
205,96	1386,47
206,18	1415,15
206,40	1341,42
206,61	1341,42
206,83	1368,04
207,05	1386,47
207,26	1417,19
207,48	1507,30
207,70	1490,92
207,91	1497,07
208,13	1423,34
208,35	1423,34
208,56	1443,82
208,78	1456,11
209,00	1398,76
209,21	1472,49
209,43	1460,20
209,65	1423,34
209,86	1447,91
210,08	1439,72
210,30	1509,35
210,51	1464,30
210,73	1431,53
210,95	1415,15
211,16	1390,57
211,38	1382,38
211,60	1374,19
211,81	1384,43
212,03	1456,11
212,25	1533,93
212,46	1472,49
212,68	1488,87
212,90	1409,00
213,11	1474,54
213,33	1456,11
213,55	1439,72
213,76	1554,41
213,98	1472,49
214,20	1497,07
214,41	1357,80
214,63	1607,66
214,84	1488,87
215,06	1394,67
215,28	1439,72
215,49	1488,87
215,71	1443,82
215,93	1583,08
216,14	1357,80
216,36	1454,06
216,58	1439,72
216,79	1423,34
217,01	1390,57
217,22	1382,38
217,44	1505,26
217,66	1423,34
217,87	1492,97
218,09	1359,85
218,31	1392,62
218,52	1386,47
218,74	1460,20
218,95	1497,07
219,17	1366,00
219,39	1425,39
219,60	1538,02
219,82	1441,77
220,04	1509,35
220,25	1499,11
220,47	1480,68
220,68	1523,69
220,90	1372,14
221,12	1449,96
221,33	1333,23
221,55	1460,20
221,77	1484,78
221,98	1464,30
222,20	1374,19
222,41	1480,68
222,63	1447,91
222,85	1480,68
223,06	1464,30
223,28	1390,57
223,49	1456,11
223,71	1415,15
223,93	1394,67
224,14	1472,49
224,36	1546,22
224,57	1466,35
224,79	1480,68
225,01	1392,62
225,22	1472,49
225,44	1398,76
225,65	1402,86
225,87	1456,11
226,09	1466,35
226,30	1517,54
226,52	1431,53
226,73	1382,38
226,95	1538,02
227,17	1458,15
227,38	1456,11
227,60	1587,18
227,81	1411,05
228,03	1406,95
228,24	1505,26
228,46	1521,64
228,68	1456,11
228,89	1482,73
229,11	1390,57
229,32	1443,82
229,54	1447,91
229,75	1505,26
229,97	1366,00
230,19	1357,80
230,40	1409,00
230,62	1357,80
230,83	1458,15
231,05	1413,10
231,26	1415,15
231,48	1316,84
231,70	1515,50
231,91	1406,95
232,13	1480,68
232,34	1458,15
232,56	1427,43
232,77	1443,82
232,99	1482,73
233,21	1574,89
233,42	1382,38
233,64	1523,69
233,85	1394,67
234,07	1472,49
234,28	1507,30
234,50	1386,47
234,71	1374,19
234,93	1392,62
235,15	1392,62
235,36	1357,80
235,58	1415,15
235,79	1308,65
236,01	1374,19
236,22	1431,53
236,44	1562,60
236,65	1318,89
236,87	1480,68
237,08	1376,24
237,30	1431,53
237,52	1449,96
237,73	1464,30
237,95	1423,34
238,16	1357,80
238,38	1472,49
238,59	1435,63
238,81	1531,88
239,02	1458,15
239,24	1431,53
239,45	1423,34
239,67	1472,49
239,88	1439,72
240,10	1443,82
240,31	1366,00
240,53	1345,52
240,74	1415,15
240,96	1562,60
241,18	1398,76
241,39	1458,15
241,61	1497,07
241,82	1366,00
242,04	1456,11
242,25	1417,19
242,47	1392,62
242,68	1417,19
242,90	1497,07
243,11	1441,77
243,33	1415,15
243,54	1515,50
243,76	1390,57
243,97	1540,07
244,19	1460,20
244,40	1513,45
244,62	1433,58
244,83	1361,90
245,05	1513,45
245,26	1400,81
245,48	1439,72
245,69	1480,68
245,91	1423,34
246,12	1370,09
246,34	1464,30
246,55	1441,77
246,77	1345,52
246,98	1431,53
247,20	1382,38
247,41	1398,76
247,63	1406,95
247,84	1501,16
248,06	1499,11
248,27	1318,89
248,49	1476,59
248,70	1415,15
248,92	1390,57
249,13	1351,66
249,35	1452,01
249,56	1406,95
249,78	1431,53
249,99	1441,77
250,21	1456,11
250,42	1384,43
250,64	1484,78
250,85	1400,81
251,06	1433,58
251,28	1499,11
251,49	1478,63
251,71	1505,26
251,92	1474,54
252,14	1423,34
252,35	1376,24
252,57	1394,67
252,78	1554,41
253,00	1411,05
253,21	1382,38
253,43	1513,45
253,64	1406,95
253,86	1458,15
254,07	1382,38
254,28	1439,72
254,50	1515,50
254,71	1468,39
254,93	1366,00
255,14	1464,30
255,36	1439,72
255,57	1443,82
255,79	1415,15
256,00	1464,30
256,22	1415,15
256,43	1456,11
256,64	1499,11
256,86	1554,41
257,07	1390,57
257,29	1357,80
257,50	1390,57
257,72	1406,95
257,93	1435,63
258,15	1490,92
258,36	1306,60
258,57	1447,91
258,79	1402,86
259,00	1480,68
259,22	1374,19
259,43	1366,00
259,65	1435,63
259,86	1382,38
260,08	1433,58
260,29	1652,71
260,50	1423,34
260,72	1802,21
260,93	1417,19
261,15	1439,72
261,36	1447,91
261,58	1484,78
261,79	1417,19
262,00	1505,26
262,22	1568,74
262,43	1499,11
262,65	1386,47
262,86	1398,76
263,07	1402,86
263,29	1472,49
263,50	1425,39
263,72	1452,01
263,93	1476,59
264,15	1472,49
264,36	1353,71
